"","name","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044"
"11","lb.ARTcoverage.males",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00936632853017054,0.0147580514210177,0.0240334505987617,0.0384043181485298,0.0559658051672857,0.0764879868754019,0.100943909838611,0.132300016393077,0.184272957431358,0.250644550233067,0.322966990998183,0.40614919034214,0.481529695793981,0.542519247968835,0.606934274864994,0.703011215344937,0.764860192162919,0.805748923605192,0.830553996123236,0.845820981214977,0.855888074182149,0.862253498544911,0.867203327811388,0.870390581375309,0.873171087155857,0.875471121877853,0.876429626184183,0.877574081588092,0.879370926997611,0.880293179008988,0.881099601780178,0.88189797302843,0.883118522463797,0.884029703586113,0.884178801431745,0.88441807534497,0.885671691221568,0.886448063218324,0.887595630984149,0.888741991081678,0.888989882904644,0.890434568955285,0.891521051729486
"12","ub.ARTcoverage.males",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997515511164078,0.0155243657343671,0.0250412216059323,0.0398269150295216,0.0586881546025706,0.0821520810637827,0.111300096173354,0.148524823882689,0.209552437523045,0.281932764785042,0.355090878539979,0.436589158262683,0.507148676758993,0.562698472103323,0.621819398615138,0.712095635360744,0.769748384647849,0.80865364350663,0.833094110525597,0.848531757450742,0.858650425038611,0.865047861294291,0.869768918728659,0.872942451542292,0.875715897955371,0.877933704803973,0.879032551384413,0.879941900227096,0.881564053832382,0.882561733336274,0.883232493199488,0.884074479675351,0.885371919420895,0.886410430002072,0.886395923006414,0.886871395109441,0.888316300594252,0.889007488046551,0.890051663440244,0.891273930094599,0.891543563791189,0.893080581405383,0.893982621119409
"13","mean.ARTcoverage.females",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973541824341234,0.0164291036320921,0.0290172098952611,0.0524487519241253,0.0871018484475213,0.130737624990641,0.181432173425831,0.234953604081628,0.321983492995306,0.408534642151304,0.480902576397913,0.561026477534817,0.625362848315038,0.669221911079989,0.711442069132459,0.781021228460961,0.825235371502609,0.853453719256036,0.871347397827541,0.882553530414094,0.89007776575375,0.894862429921387,0.898158638363182,0.900982129887006,0.902824493139127,0.904310046950471,0.905473213873923,0.906740227353037,0.907116535978107,0.907270665282076,0.907589275247279,0.907961340773181,0.908390064597967,0.90892413863787,0.909142938132836,0.909559187445714,0.910244856992025,0.910304353757458,0.910641041351864,0.910882870907191,0.911460918092396,0.911933748917723,0.912311229688793
"14","lb.ARTcoverage.females",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945598195903134,0.0161047017672707,0.0285992403086662,0.0517429672702028,0.0858098875799046,0.128182650324204,0.177068515220391,0.228442164034999,0.312594360428013,0.397728911094552,0.47035824185154,0.551708064650265,0.618007488990729,0.663800494127974,0.707518243581615,0.77863895246549,0.823744915077104,0.852388814845332,0.870346233621734,0.881485391600891,0.888946489285648,0.893898725315278,0.897136990600398,0.900024291860429,0.901881780289291,0.903417934792411,0.904540582720151,0.905819718235416,0.90618833170248,0.906341085160055,0.90668274885624,0.90706570847906,0.907460179712938,0.907958827463365,0.908172646428122,0.908610276917302,0.909324417805174,0.909398886711542,0.90971329480967,0.909915376369755,0.910570748367015,0.911006013726898,0.911421962035577
"15","ub.ARTcoverage.females",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100148545277933,0.0167535054969136,0.0294351794818559,0.0531545365780478,0.088393809315138,0.133292599657077,0.185795831631272,0.241465044128258,0.331372625562598,0.419340373208056,0.491446910944285,0.570344890419368,0.632718207639347,0.674643328032005,0.715365894683302,0.783403504456431,0.826725827928113,0.854518623666739,0.872348562033347,0.883621669227296,0.891209042221852,0.895826134527496,0.899180286125967,0.901939967913584,0.903767205988963,0.905202159108532,0.906405845027695,0.907660736470659,0.908044740253735,0.908200245404096,0.908495801638318,0.908856973067302,0.909319949482996,0.909889449812376,0.91011322983755,0.910508097974125,0.911165296178876,0.911209820803373,0.911568787894058,0.911850365444626,0.912351087817778,0.912861484108549,0.913200497342008
"16","mean.ARTcoverage.children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902668667145843,0.0171814314174306,0.0306615281848293,0.0518927635236009,0.0779328866664775,0.106203053211435,0.130742869246771,0.155822707720747,0.180048937049069,0.201057079757948,0.219431919142339,0.239560139226413,0.2602777846683,0.281064607167481,0.303502067885857,0.341038992342233,0.376402408274343,0.408446273213802,0.437014894011659,0.462564518333663,0.480684095154136,0.49405386686138,0.506333998504509,0.516185427817358,0.524631511437775,0.530385166127879,0.531607525115547,0.535655657554186,0.536075207507169,0.540483866279272,0.5430333578634,0.540026847806063,0.541960147213835,0.540407303952637,0.545243707229919,0.543358243747583,0.543570931263047,0.547327873687031,0.545894183223214,0.543324290292523,0.543408388087095,0.543354537122848,0.547893368119385
"17","lb.ARTcoverage.children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00839869926277277,0.0163944568168209,0.0295668785132486,0.0505505941455598,0.0762821357522465,0.104106836951663,0.128434108539273,0.153324445783819,0.177275802727646,0.198096437615222,0.216324586917895,0.236423795599322,0.256934621548824,0.277370601045336,0.299561171018369,0.336750027383034,0.371992469976514,0.403971493726112,0.432167212392958,0.457616141410658,0.475016659692718,0.488850192383619,0.501014125251767,0.510262623950677,0.517884816528508,0.523104913229629,0.523921604044652,0.527881819103107,0.528228887986292,0.531934064326805,0.533534816815705,0.529392261346502,0.530672272002484,0.529326107469997,0.533159118594648,0.532895096107753,0.531937658408807,0.535381707052516,0.533217979233836,0.53115667337067,0.530213074614844,0.529813940625897,0.534248429521457
"18","ub.ARTcoverage.children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965467408014408,0.0179684060180404,0.03175617785641,0.053234932901642,0.0795836375807085,0.108299269471207,0.133051629954268,0.158320969657675,0.182822071370492,0.204017721900674,0.222539251366783,0.242696482853503,0.263620947787777,0.284758613289625,0.307442964753344,0.345327957301432,0.380812346572172,0.412921052701493,0.44186257563036,0.467512895256668,0.486351530615554,0.499257541339141,0.511653871757251,0.52210823168404,0.531378206347041,0.537665419026129,0.539293446186441,0.543429496005264,0.543921527028047,0.549033668231739,0.552531898911095,0.550661434265623,0.553248022425186,0.551488500435277,0.557328295865191,0.553821391387412,0.555204204117286,0.559274040321545,0.558570387212592,0.555491907214376,0.556603701559347,0.5568951336198,0.561538306717313
"19","mean.ARTcoverage.total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964592961057805,0.0159740844161942,0.027344236157632,0.0470017563225403,0.0742623956813767,0.107882959983637,0.146876410424675,0.190667641048465,0.261220651425529,0.337113571521114,0.407192008777598,0.485862659953163,0.552783774937363,0.602931885695578,0.653639524126333,0.73292148117008,0.784749932532622,0.819613264106023,0.84240174080972,0.857401538018113,0.867650716684244,0.874465836382715,0.879485156245424,0.883350535158215,0.886292207471323,0.888742895509913,0.890419912699985,0.892069636562026,0.893341590244137,0.894204962310106,0.895012846078987,0.895803390261137,0.896804685506165,0.897688231185864,0.898059229164344,0.898603692656286,0.89969958585167,0.900179486317795,0.900931461228572,0.901631771240374,0.902189916698592,0.903160219184223,0.903874726942887
"20","lb.ARTcoverage.total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945246438327846,0.0157385375362604,0.026989022889628,0.0464384383643217,0.0731125596960884,0.105442091484578,0.142524830273723,0.184004394623769,0.251215558571057,0.325131251182928,0.395191021635381,0.474873596088969,0.543821937608147,0.596120328152649,0.648698833275349,0.729959730706691,0.783132503013119,0.818631065074583,0.841435023736203,0.856337264187796,0.86656684549492,0.873438290063196,0.878480786650244,0.882422887621345,0.885356792008519,0.887861947330136,0.889482319782132,0.891170773153866,0.892437648220665,0.893291204888446,0.894160338961247,0.894937576845479,0.895908292485903,0.896703662321806,0.897105166317452,0.897650946678982,0.898726806709233,0.89922534199021,0.899990243954368,0.900642261084295,0.901248337714781,0.902181377791039,0.902952335190517
"21","ub.ARTcoverage.total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983939483787764,0.016209631296128,0.0276994494256361,0.0475650742807589,0.075412231666665,0.110323828482696,0.151227990575626,0.19733088747316,0.271225744280001,0.349095891859299,0.419192995919815,0.496851723817358,0.561745612266579,0.609743443238506,0.658580214977318,0.735883231633469,0.786367362052124,0.820595463137463,0.843368457883236,0.85846581184843,0.868734587873567,0.875493382702234,0.880489525840603,0.884278182695085,0.887227622934127,0.88962384368969,0.891357505617837,0.892968499970186,0.894245532267609,0.895118719731767,0.895865353196727,0.896669203676795,0.897701078526427,0.898672800049923,0.899013292011237,0.89955643863359,0.900672364994108,0.90113363064538,0.901872678502776,0.902621281396453,0.903131495682404,0.904139060577408,0.904797118695258
"22","mean.OnART.males",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756.58917861551,6104.34443583505,10231.5414828094,16814.9741324702,25366.4808959458,36020.559530711,49314.4615778255,66491.0291231565,94721.4301702955,129572.468142888,166294.622668836,207995.422621659,245017.810662258,274702.843456889,306423.012887242,352860.725107785,383013.886822431,404212.188656338,418595.951711071,428708.044420787,436579.660910887,442286.119325308,447208.316519342,451038.726028323,454633.219373513,457772.485930683,460178.562290325,462212.925967736,464227.484659403,465549.650504574,466341.075495337,466954.002298137,467146.722485254,466937.905353106,465864.166494455,464418.974622433,462847.101281421,460357.889547845,457742.70021099,454781.327930582,450759.991333891,446747.819595197,442093.974623312
"23","lb.OnART.males",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3607.44454639386,5889.30312117919,9906.30153498921,16294.7401979616,24467.1875045934,34414.0007398221,46633.0872700444,62457.1593996199,88486.8594553977,121749.420799033,157984.977795527,199472.181720394,236819.437642219,266764.855122175,298416.251104736,344084.825427565,373613.95618643,394200.434589932,408159.115815218,417842.455041968,425497.658254955,431059.458657918,435760.220994924,439431.990850034,442924.040573241,446019.08416986,448313.885225113,450225.834433397,452178.231949714,453447.946396906,454187.333914205,454666.37222119,454872.988245987,454593.003026847,453428.477871257,451961.511964645,450372.234700009,447927.245462772,445315.121380843,442306.455620251,438313.939260974,434387.023503256,429739.705369331
"24","ub.OnART.males",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3905.73381083715,6319.38575049092,10556.7814306296,17335.2080669787,26265.7742872983,37627.1183216,51995.8358856067,70524.898846693,100956.000885193,137395.515486743,174604.267542145,216518.663522925,253216.183682296,282640.831791603,314429.774669748,361636.624788005,392413.817458432,414223.942722744,429032.787606924,439573.633799607,447661.66356682,453512.779992698,458656.412043761,462645.461206613,466342.398173784,469525.887691506,472043.239355536,474200.017502076,476276.737369091,477651.354612242,478494.817076469,479241.632375085,479420.456724521,479282.807679365,478299.855117653,476876.437280222,475321.967862833,472788.533632919,470170.279041136,467256.200240913,463206.043406808,459108.615687137,454448.243877293
"25","mean.OnART.females",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4719.94206299855,8261.39926597648,15152.0408306621,28293.3639619088,48511.9108422187,75177.4086935108,107594.229860535,143640.295906973,202714.344951457,264104.712293853,318575.735900363,380228.398631352,432427.456564177,471326.539095081,509336.224767121,566927.78469654,606043.74285081,633757.032496394,654356.461220629,669686.884004873,682176.62686223,692588.098558362,701860.264386136,710525.398442044,717977.626636104,725354.846852265,732512.183780689,739269.211773528,745146.748272866,750294.243188577,755136.72583423,759371.648537671,763254.273313851,766368.619203611,768735.855334477,770500.956807172,771912.40185836,772439.92232846,772122.358901089,770844.00363843,769300.035847405,766760.914036732,763300.433561508
"26","lb.OnART.females",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4554.63860651639,8030.40683763646,14711.7841511468,27494.3597412913,47090.950367931,72825.5712467132,104002.939296562,138655.661761282,195659.351449321,255574.940045624,309396.801168118,370412.05392317,422148.060114639,460510.983449314,497699.435313874,553734.301799016,591703.726953212,618531.821009022,638513.880090049,653409.355809091,665502.277642138,675622.535435952,684629.524167107,693076.111269417,700302.695799292,707520.594997695,714348.173413154,720909.397083115,726547.922861216,731497.563887648,736182.524706106,740238.780401731,743879.927109216,746848.348489971,749063.417366865,750681.68568573,751953.332258495,752276.147653002,751849.867014129,750506.216436091,748826.02089468,746147.807470044,742606.839833768
"27","ub.OnART.females",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4885.24551948071,8492.3916943165,15592.2975101775,29092.3681825264,49932.8713165063,77529.2461403084,111185.520424509,148624.930052663,209769.338453593,272634.484542082,327754.670632609,390044.743339534,442706.853013715,482142.094740849,520973.014220368,580121.267594064,620383.758748408,648982.243983767,670199.042351209,685964.412200655,698850.976082322,709553.661680771,719091.004605165,727974.68561467,735652.557472916,743189.098706836,750676.194148224,757629.026463941,763745.573684516,769090.922489507,774090.926962353,778504.516673612,782628.619518486,785888.88991725,788408.293302089,790320.227928614,791871.471458224,792603.697003919,792394.850788049,791181.790840769,789774.05080013,787374.02060342,783994.027289249
"28","mean.OnART.children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.687308432825,1530.10418169021,2799.32886165255,4831.62689705247,7385.17122431612,10119.3657595787,12336.8171132375,14391.7697976338,16048.3620888938,17202.2108253396,17979.7276029137,18686.7261184016,19014.4524067824,19085.8025055438,19034.8135732919,19500.8721379277,19467.4767711717,18861.8927208029,17731.2490447786,16325.2375832306,14781.5774827056,13296.5729043894,12105.3862870293,11052.3187679224,10133.1875952904,9182.71797357008,8208.15636617337,7497.13815376852,6831.30950351298,6259.54675370846,5716.85576748238,5185.06469429061,4765.12280620028,4421.04027136916,4122.75535733492,3829.80494672711,3567.20157868567,3340.629133329,3102.04792897724,2903.82856596485,2735.03478219155,2549.40618147998,2426.48631480877
"29","lb.OnART.children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717.487607078697,1447.44322876746,2671.70476222667,4647.26444002352,7131.18683068404,9782.1422367388,11931.3999844783,13923.7890242121,15551.0785042547,16677.9640790031,17434.6529931382,18102.8710258987,18432.5656558335,18503.5650207859,18451.7337293764,18901.216410739,18874.3038485883,18282.5374973856,17194.0249376113,15833.3630989638,14337.427520004,12891.4947163286,11726.6451096119,10692.1452144044,9802.48740337213,8874.84608265283,7914.32088124427,7225.62825279762,6571.7019086481,6006.91961656877,5481.33141666463,4974.61310443025,4564.89338267856,4226.44106733168,3942.50870682017,3664.50934810019,3396.1727667626,3173.69300844758,2940.58986573165,2745.71594787816,2585.94102261914,2402.24201688293,2279.13811116792
"30","ub.OnART.children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.887009786954,1612.76513461295,2926.95296107842,5015.98935408142,7639.15561794819,10456.5892824187,12742.2342419967,14859.7505710556,16545.6456735329,17726.4575716762,18524.8022126891,19270.5812109045,19596.3391577314,19668.0399903017,19617.8934172074,20100.5278651163,20060.6496937551,19441.2479442203,18268.4731519459,16817.1120674975,15225.7274454073,13701.6510924502,12484.1274644466,11412.4923214404,10463.8877872087,9490.58986448733,8501.99185110248,7768.64805473942,7090.91709837786,6512.17389084814,5952.38011830012,5395.51628415097,4965.35222972201,4615.63947540664,4303.00200784966,3995.10054535404,3738.23039060875,3507.56525821042,3263.50599222283,3061.94118405153,2884.12854176397,2696.57034607702,2573.83451844961
